"unlist.calculations_2011_3."
"statistic.t"	"14.4456733071603"
"parameter.df"	"15083.4065211221"
"p.value"	"5.49512900418821e-47"
"conf.int1"	"20.7977906612286"
"conf.int2"	"27.3279291468985"
"estimate.mean of x"	"68.5176160016245"
"estimate.mean of y"	"44.454756097561"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2011_3 and r.2011_3"
"unlist.calculations_2012_3."
"statistic.t"	"10.2387612309854"
"parameter.df"	"6048.6080580584"
"p.value"	"2.10062165587701e-24"
"conf.int1"	"22.8334647710009"
"conf.int2"	"33.647558993155"
"estimate.mean of x"	"73.010778930242"
"estimate.mean of y"	"44.770267048164"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2012_3 and r.2012_3"
"unlist.calculations_2013_3."
"statistic.t"	"11.1324030715951"
"parameter.df"	"6964.02884565829"
"p.value"	"1.51787347463452e-28"
"conf.int1"	"24.6673916985195"
"conf.int2"	"35.2114573198839"
"estimate.mean of x"	"76.9526649273202"
"estimate.mean of y"	"47.0132404181185"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2013_3 and r.2013_3"
"unlist.calculations_2014_3."
"statistic.t"	"13.2959729974507"
"parameter.df"	"16352.5722188596"
"p.value"	"3.94660774489839e-40"
"conf.int1"	"21.2598310812013"
"conf.int2"	"28.6119990110199"
"estimate.mean of x"	"72.8884810536543"
"estimate.mean of y"	"47.9525660075437"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2014_3 and r.2014_3"
"unlist.calculations_2015_3."
"statistic.t"	"14.9672820874636"
"parameter.df"	"16326.3043383404"
"p.value"	"2.59016313678433e-50"
"conf.int1"	"17.7521280544052"
"conf.int2"	"23.1024239007652"
"estimate.mean of x"	"68.3477642276423"
"estimate.mean of y"	"47.920488250057"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2015_3 and r.2015_3"
"unlist.calculations_2016_3."
"statistic.t"	"16.8848388629874"
"parameter.df"	"17534.8475266227"
"p.value"	"1.84553762789051e-63"
"conf.int1"	"19.0521014748681"
"conf.int2"	"24.056411296615"
"estimate.mean of x"	"67.7682776981364"
"estimate.mean of y"	"46.2140213123948"
"null.value.difference in means"	"0"
"alternative"	"two.sided"
"method"	"Welch Two Sample t-test"
"data.name"	"d.2016_3 and r.2016_3"

